types,counts,probs,total_unique
the,5565,0.07225958916560625,8542
of,3529,0.04582283740618589,8542
to,2022,0.026254966629443998,8542
and,2000,0.025969304282338276,8542
in,1850,0.024021606461162904,8542
a,1786,0.023190588724128082,8542
that,1124,0.014594749006674112,8542
is,915,0.011880956709169761,8542
as,756,0.009816397018723869,8542
for,670,0.008699716934583322,8542
it,543,0.007050666112654842,8542
by,538,0.006985742851948996,8542
was,512,0.006648141896278599,8542
on,506,0.0065702339834315835,8542
with,409,0.005310722725738177,8542
code,405,0.005258784117173501,8542
be,374,0.004856259900797258,8542
at,361,0.004687459422962059,8542
which,355,0.004609551510115044,8542
are,347,0.004505674292985691,8542
this,343,0.004453735684421014,8542
from,332,0.004310904510868154,8542
an,331,0.004297919858726984,8542
not,330,0.004284935206585815,8542
we,324,0.004207027293738801,8542
have,281,0.003648687251668528,8542
or,278,0.0036097332952450202,8542
more,247,0.003207209078868777,8542
human,238,0.003090347209598255,8542
but,233,0.0030254239488924093,8542
work,233,0.0030254239488924093,8542
i,225,0.002921546731763056,8542
his,224,0.0029085620796218867,8542
had,216,0.002804684862492534,8542
than,210,0.002726776949645519,8542
they,210,0.002726776949645519,8542
one,209,0.0027137922975043497,8542
has,208,0.002700807645363181,8542
their,202,0.002622899732516166,8542
he,192,0.0024930532111044745,8542
will,186,0.0024151452982574596,8542
what,180,0.0023372373854104447,8542
all,175,0.002272314124704599,8542
production,172,0.002233360168281092,8542
were,167,0.002168436907575246,8542
new,164,0.002129482951151739,8542
first,160,0.002077544342587062,8542
can,159,0.002064559690445893,8542
time,158,0.002051575038304724,8542
economy,151,0.0019606824733165397,8542
its,150,0.0019476978211753707,8542
been,144,0.0018697899083283558,8542
economics,142,0.0018438206040460176,8542
our,139,0.0018048666476225101,8542
how,139,0.0018048666476225101,8542
advance,131,0.0017009894304931572,8542
into,131,0.0017009894304931572,8542
these,130,0.001688004778351988,8542
would,126,0.0016360661697873114,8542
people,124,0.0016100968655049731,8542
only,122,0.0015841275612226348,8542
years,121,0.0015711429090814657,8542
two,119,0.0015451736047991274,8542
no,119,0.0015451736047991274,8542
world,119,0.0015451736047991274,8542
about,118,0.0015321889526579582,8542
those,115,0.0014932349962344508,8542
who,115,0.0014932349962344508,8542
so,114,0.0014802503440932817,8542
over,112,0.0014542810398109434,8542
century,112,0.0014542810398109434,8542
other,111,0.0014412963876697744,8542
most,110,0.0014283117355286053,8542
if,109,0.0014153270833874361,8542
learning,107,0.0013893577791050978,8542
when,105,0.0013633884748227596,8542
labor,102,0.0013244345183992521,8542
economic,100,0.0012984652141169138,8542
do,99,0.0012854805619757447,8542
there,97,0.0012595112576934064,8542
city,97,0.0012595112576934064,8542
such,96,0.0012465266055522372,8542
data,96,0.0012465266055522372,8542
also,94,0.001220557301269899,8542
like,93,0.0012075726491287298,8542
same,91,0.0011816033448463915,8542
capital,89,0.0011556340405640532,8542
you,88,0.001142649388422884,8542
between,88,0.001142649388422884,8542
life,87,0.001129664736281715,8542
any,86,0.001116680084140546,8542
some,85,0.0011036954319993768,8542
while,83,0.0010777261277170385,8542
way,82,0.0010647414755758694,8542
digital,82,0.0010647414755758694,8542
workers,82,0.0010647414755758694,8542
evolution,81,0.0010517568234347002,8542
through,81,0.0010517568234347002,8542
see,81,0.0010517568234347002,8542
theory,79,0.001025787519152362,8542
however,79,0.001025787519152362,8542
man,79,0.001025787519152362,8542
each,77,0.0009998182148700237,8542
computer,77,0.0009998182148700237,8542
out,76,0.0009868335627288545,8542
technology,75,0.0009738489105876854,8542
much,75,0.0009738489105876854,8542
among,75,0.0009738489105876854,8542
cities,74,0.0009608642584465162,8542
could,74,0.0009608642584465162,8542
machine,73,0.0009478796063053471,8542
them,73,0.0009478796063053471,8542
where,72,0.0009348949541641779,8542
complex,72,0.0009348949541641779,8542
book,72,0.0009348949541641779,8542
well,72,0.0009348949541641779,8542
computers,71,0.0009219103020230088,8542
just,69,0.0008959409977406705,8542
value,69,0.0008959409977406705,8542
process,68,0.0008829563455995013,8542
great,68,0.0008829563455995013,8542
up,67,0.0008699716934583323,8542
then,66,0.0008569870413171632,8542
may,66,0.0008569870413171632,8542
system,65,0.000844002389175994,8542
many,64,0.0008310177370348249,8542
both,64,0.0008310177370348249,8542
social,64,0.0008310177370348249,8542
advantage,64,0.0008310177370348249,8542
even,63,0.0008180330848936557,8542
humans,63,0.0008180330848936557,8542
platforms,63,0.0008180330848936557,8542
different,63,0.0008180330848936557,8542
complexity,62,0.0008050484327524866,8542
does,62,0.0008050484327524866,8542
history,61,0.0007920637806113174,8542
power,61,0.0007920637806113174,8542
chapter,61,0.0007920637806113174,8542
based,61,0.0007920637806113174,8542
