types,counts,probs,total_unique
million years ago,69,0.0007335119275417783,81972
must have been,49,0.0005208997746311179,81972
the university of,41,0.00043585491346685376,81972
a sense of,40,0.0004252243058213207,81972
as well as,39,0.00041459369817578774,81972
we saw in,35,0.00037207126759365564,81972
might have been,34,0.00036144065994812266,81972
can't help but,32,0.0003401794446570566,81972
to have been,32,0.0003401794446570566,81972
saw in chapter,32,0.0003401794446570566,81972
may have been,28,0.00029765701407492455,81972
from the university,28,0.00029765701407492455,81972
the upper palaeolithic,27,0.0002870264064293915,81972
our own species,26,0.0002763957987838585,81972
the evolution of,25,0.0002657651911383255,81972
hunting and gathering,24,0.00025513458349279245,81972
thousands of years,23,0.0002445039758472594,81972
would have been,23,0.0002445039758472594,81972
we can't help,23,0.0002445039758472594,81972
proceedings of the,23,0.0002445039758472594,81972
to care for,22,0.0002338733682017264,81972
the archaeological record,20,0.00021261215291066036,81972
may well have,20,0.00021261215291066036,81972
some kind of,20,0.00021261215291066036,81972
we see in,20,0.00021261215291066036,81972
as we saw,19,0.00020198154526512735,81972
academy of sciences,19,0.00020198154526512735,81972
of human evolution,18,0.00019135093761959434,81972
have been the,17,0.00018072032997406133,81972
of human origins,17,0.00018072032997406133,81972
in order to,17,0.00018072032997406133,81972
of the national,17,0.00018072032997406133,81972
the national academy,17,0.00018072032997406133,81972
national academy of,17,0.00018072032997406133,81972
of years ago,16,0.0001700897223285283,81972
the emergence of,16,0.0001700897223285283,81972
of our own,16,0.0001700897223285283,81972
part of the,16,0.0001700897223285283,81972
help but wonder,16,0.0001700897223285283,81972
it is not,16,0.0001700897223285283,81972
there is no,16,0.0001700897223285283,81972
to care about,16,0.0001700897223285283,81972
evidence for a,15,0.00015945911468299528,81972
in the palaeolithic,15,0.00015945911468299528,81972
in the upper,15,0.00015945911468299528,81972
seem to have,15,0.00015945911468299528,81972
have been a,15,0.00015945911468299528,81972
well have been,15,0.00015945911468299528,81972
one of the,15,0.00015945911468299528,81972
how we feel,15,0.00015945911468299528,81972
some of the,14,0.00014882850703746227,81972
millions of years,14,0.00014882850703746227,81972
be able to,14,0.00014882850703746227,81972
that we see,14,0.00014882850703746227,81972
likely to be,14,0.00014882850703746227,81972
tierra del fuego,14,0.00014882850703746227,81972
made us human,13,0.00013819789939192924,81972
no matter how,13,0.00013819789939192924,81972
a drive to,13,0.00013819789939192924,81972
a million years,13,0.00013819789939192924,81972
of early humans,13,0.00013819789939192924,81972
per cent of,13,0.00013819789939192924,81972
in our own,13,0.00013819789939192924,81972
sima de los,13,0.00013819789939192924,81972
journal of archaeological,13,0.00013819789939192924,81972
